Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
3045 park blvd palo alto ca 94306,7,7,110,13,0.00,https://navan.com/contact,3,0,0.00,0.05,82,"[26,26,26,26,42,26,34,53,100,80,26,42]",2024-12-26,"Reviews, Related searches",informational,Organic
reimbursement of money,5,5,140,36,0.00,https://navan.com/resources/glossary/what-is-reimbursement,3,0,0.00,0.01,255000000,"[82,82,41,100,100,100,100,100,82,82,64,64]",2025-01-01,"Image pack, Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
small business travel management,10,10,140,36,85.33,https://navan.com/,3,0,255.00,0.17,823000000,"[52,52,66,42,52,52,80,52,52,52,80,100]",2024-12-22,"Sitelinks, Reviews, Video, Ads bottom, Related searches",informational,Organic
departure gate,2,2,110,19,0.00,https://navan.com/resources/glossary/what-is-departure-gate,3,0,0.00,0.01,196000000,"[34,42,34,34,34,42,42,26,42,42,34,53]",2024-12-15,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Organic
cost control definition,6,6,170,40,0.00,https://navan.com/resources/glossary/what-is-cost-control,3,0,0.00,0,848000000,"[42,80,80,65,65,65,42,65,65,80,80,65]",2025-01-05,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
hub airports,10,10,1300,27,1.61,https://navan.com/resources/glossary/what-is-hub-airport,3,0,4.00,0.09,85900000,"[68,52,68,52,52,52,84,100,52,52,68,84]",2025-01-01,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, Things to know",informational,Organic
receipt management,9,9,390,35,11.17,https://navan.com/resources/glossary/what-is-receipt-management,3,0,33.00,0.52,434000000,"[8,8,11,8,8,7,5,7,100,31,31,25]",2024-12-18,"Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
how wide are airplane seats,7,7,390,36,0.00,https://navan.com/resources/glossary/what-is-seat-width,3,0,0.00,0,8360000,"[81,81,100,81,100,81,100,100,81,81,81,66]",2024-12-26,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
team building retreat,7,7,260,19,4.59,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,3,0,13.00,0.39,121000000,"[81,53,100,81,81,81,65,65,81,100,81,100]",2024-12-26,"Image pack, Sitelinks, Reviews, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
def currency exchange,6,6,140,34,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,3,0,0.00,0,299000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2024-12-27,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
gate of airport,6,6,720,49,0.00,https://navan.com/resources/glossary/what-is-departure-gate,3,0,0.00,0,232000000,"[1,8,13,30,30,30,30,34,34,20,30,3]",2025-01-06,"Knowledge panel, Image pack, Sitelinks, Image, Video Carousel, People also ask, Related searches",informational,Organic
skycap service,6,6,140,9,1.57,https://navan.com/resources/glossary/what-is-skycap,3,0,4.00,0.03,194000,"[43,53,35,28,43,28,35,28,35,43,17,28]",2024-12-15,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
define capital spending,5,5,140,32,0.03,https://navan.com/resources/glossary/what-is-capital-expense-capex,3,0,0.00,0,54300000,"[0,3,0,13,7,0,54,0,0,0,0,0]",2024-12-26,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches",informational,Organic
how wide is a airplane seat,7,7,210,46,0.00,https://navan.com/resources/glossary/what-is-seat-width,3,0,0.00,0,16200000,"[15,28,43,81,81,81,100,100,53,65,53,53]",2024-12-19,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
employee car allowance,7,7,210,17,4.51,https://navan.com/resources/glossary/car-allowance,3,0,13.00,0.18,23100000,"[53,53,100,66,53,82,43,43,35,66,66,66]",2024-12-22,"Image pack, Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
destination airport,1,1,110,17,0.00,https://navan.com/resources/glossary/what-is-destination-airport,3,0,0.00,0,404000000,"[42,23,33,52,52,80,100,100,80,66,52,23]",2025-01-04,"Instant answer, Image pack, Sitelinks, People also ask, Related searches",informational,Organic
navan hotels,5,5,90,33,1.62,https://navan.com/blog/news/why-navans-new-ai-powered-hotel-concierge-will-transform-travel-booking,3,0,4.00,0.14,656000,"[29,41,64,41,23,29,52,82,100,29,82,64]",2024-12-16,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, Hotels Pack, Related searches",commercial,Organic
navan all in one solution,5,5,590,15,0.00,https://navan.com/resources/case-study/carta-excels-by-leveraging-all-in-one-travel-expense-solution,3,0,0.00,0,430000,"[100,0,0,0,0,0]",2025-01-04,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches","informational, transactional",Organic
navan all in one solution,6,6,590,15,0.00,https://navan.com/resources/case-study/case-study-benchsci,3,0,0.00,0,430000,"[100,0,0,0,0,0]",2025-01-04,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches","informational, transactional",Organic
itemize receipts,8,8,390,19,2.37,https://navan.com/resources/glossary/itemized-receipt,3,0,7.00,0.07,462000,"[0,0,0,0,100,2,1,0,1,0,0,16]",2024-12-25,"Reviews, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
navan support,2,2,140,26,1.52,https://navan.com/expense-support,3,0,4.00,0.02,5220000,"[34,34,65,53,34,53,65,65,100,65,65,80]",2024-12-24,"Sitelinks, Reviews, Video, People also ask, Twitter carousel, Related searches",transactional,Organic
what is aisle seating,5,5,170,30,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,3,0,0.00,0,62900000,"[53,65,21,53,65,53,53,53,43,53,34,43]",2024-12-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
reed and mackay,6,7,480,29,9.59,https://navan.com/about/press/navan-groups-reed-mackay-selected-by-uk-parliament-to-manage-travel-program,3,0,28.00,0.09,4670000,"[44,66,66,66,66,66,66,66,54,66,66,54]",2025-01-07,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",navigational,Organic
team building retreats,5,5,170,14,4.59,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,3,0,13.00,0.39,43800000,"[100,28,35,23,28,28,66,28,43,43,35,28]",2024-12-15,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what are skycaps,4,4,140,32,0.00,https://navan.com/resources/glossary/what-is-skycap,3,0,0.00,0,16300,"[33,33,42,52,66,80,100,100,80,80,52,52]",2024-12-23,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
tmc travel,7,7,210,33,15.00,https://navan.com/blog/business-travel-management/what-is-a-tmc-and-why-do-companies-need-one,3,0,45.00,0.19,9390000,"[23,18,28,23,35,28,54,100,28,18,23,28]",2024-12-24,"Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",informational,Organic
what is a itinerary,7,7,210,49,0.00,https://navan.com/resources/glossary/what-is-itinerary,3,0,0.00,0,255000000,"[8,10,10,8,10,16,24,16,45,6,8,13]",2024-12-24,"Image pack, Video, People also ask, Related searches",informational,Organic
navan ceo,4,4,50,38,0.00,https://navan.com/about/press/navan-bolsters-executive-leadership-team-with-return-of-rich-liu-as-ceo-of-navan-travel,3,0,0.00,0.05,179000,"[0,19,0,0,52,42,42,0,4,0,100,4]",2025-01-03,"Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
what is a travel itinerary,10,10,880,31,0.00,https://navan.com/uk/resources/glossary/what-is-travel-itinerary,3,0,0.00,0,242000000,"[55,55,45,36,100,100,81,24,81,30,30,45]",2025-01-04,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
gds system,8,8,1000,42,3.81,https://navan.com/resources/glossary/gds-global-distribution-system,3,0,11.00,0.11,15800000,"[67,76,76,67,67,100,100,55,55,76,67,67]",2024-12-29,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, See results about, Things to know, AI overview",informational,Organic
car allowance for employees,7,7,210,19,4.51,https://navan.com/resources/glossary/car-allowance,3,0,13.00,0.18,33100000,"[65,65,80,100,80,80,65,80,80,80,100,100]",2024-12-27,"Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
currency exchange what is it,7,0,210,58,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,3,0,0.00,0,587000000,"[1,1,1,1,1,1,1,1,1,1,1,100]",2025-01-07,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
flyer frequent number,6,6,170,21,4.90,https://navan.com/resources/glossary/frequent-flyer-number,3,0,14.00,0.01,227000000,"[12,12,12,53,66,43,35,43,43,17,53,82]",2024-12-19,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
fee change,2,2,110,34,0.00,https://navan.com/resources/glossary/what-is-change-fee,3,0,0.00,0,2070000000,"[52,42,66,52,66,80,52,52,66,33,52,52]",2024-12-18,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches",informational,Organic
navan customer service,8,8,590,20,0.00,https://navan.com/uk/resources/customer-resources,3,0,0.00,0,69,"[44,81,81,54,54,44,44,81,67,81,100,67]",2025-01-04,"Sitelinks, Related searches","navigational, transactional",Organic
navan customer service,9,9,590,20,0.00,https://navan.com/resources/browse-all-resources,3,0,0.00,0,69,"[44,81,81,54,54,44,44,81,67,81,100,67]",2025-01-04,"Sitelinks, Related searches","navigational, transactional",Organic
boarding priority,6,6,170,54,0.00,https://navan.com/resources/glossary/what-is-boarding-priority,3,0,0.00,0.03,82600000,"[0,0,0,0,100,0,0,0,0,0,0,88]",2024-12-14,"Image pack, Image, People also ask, Related searches",informational,Organic
what is shuttle service,2,2,90,28,0.00,https://navan.com/resources/glossary/what-is-shuttle-service,3,0,0.00,0,295000000,"[14,14,22,14,18,22,18,22,22,22,29,22]",2025-01-02,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
how wide are plane seats,7,7,140,38,0.00,https://navan.com/resources/glossary/what-is-seat-width,3,0,0.00,0,15400000,"[53,26,26,80,100,34,53,53,53,34,34,53]",2025-01-01,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches, AI overview",informational,Organic
categorization definition,6,6,170,36,0.00,https://navan.com/resources/glossary/what-is-categorization,3,0,0.00,0,49500000,"[44,44,15,19,23,54,23,29,15,19,15,15]",2025-01-01,"Instant answer, Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
gate at airport,7,7,170,21,0.00,https://navan.com/resources/glossary/what-is-departure-gate,3,0,0.00,0,220000000,"[8,8,8,8,16,16,24,20,16,10,13,24]",2024-12-17,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
out of pocket expenses,9,15,1000,55,3.13,https://navan.com/resources/glossary/what-is-out-of-pocket-expense,3,0,9.00,0,73100000,"[24,36,30,36,36,30,24,24,54,30,41,100]",2025-01-07,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches, Things to know, AI overview",informational,Organic
ariel cohen navan,5,5,90,31,0.00,https://navan.com/blog/travel-management-101/navan-ceo-ariel-cohen-on-stage-at-the-skift-global-forum,3,0,0.00,0,78,"[52,52,41,41,52,52,82,52,41,52,52,82]",2024-12-18,"Reviews, Video, Image, People also ask, Related searches",informational,Organic
new travel companies,2,2,30,23,3.82,https://navan.com/blog/traveler-experience/top-10-travel-startups-to-watch,3,0,11.00,0.51,1870000000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2024-12-26,"Reviews, Video, Related searches",commercial,Organic
aisle seating,4,4,260,13,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,3,0,0.00,0,45200000,"[15,15,19,19,19,15,54,66,19,100,15,19]",2025-01-01,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
what is electronic ticketing,4,4,140,31,0.00,https://navan.com/resources/glossary/what-is-electronic-ticket,3,0,0.00,0.01,165000000,"[65,0,53,53,65,100,53,42,53,53,34,42]",2024-12-13,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
executive retreat locations,1,1,50,20,5.53,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,3,0,16.00,0.29,46900000,"[17,10,17,7,23,17,12,17,17,17,12,12]",2024-12-28,"Local pack, Image pack, Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
what is airport lounge,6,6,140,40,0.39,https://navan.com/resources/glossary/what-is-airport-lounge,3,0,1.00,0.02,193000000,"[33,42,80,52,80,66,100,100,66,66,52,52]",2024-12-27,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
expense and travel management,6,6,210,46,37.98,https://navan.com/,3,0,113.00,0.17,129000000,"[16,5,8,10,10,13,10,8,100,8,6,8]",2024-12-24,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
navan api,5,5,70,7,11.61,https://navan.com/about/press/navan-integrates-openai-and-chatgpt-across-product-set,3,0,34.00,0.04,202000,"[45,36,81,45,45,81,81,81,81,100,63,63]",2024-12-24,"Sitelinks, Video, People also ask, Related searches",informational,Organic
work travel packing list,7,7,260,32,0.18,https://navan.com/blog/traveler-experience/what-to-pack-for-a-business-trip-in-the-u-s,3,0,0.00,0.26,87200000,"[23,23,82,66,43,82,53,66,53,66,100,100]",2024-12-15,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
travel ndc,7,7,140,24,6.08,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,2,0,12.00,0.07,7710000,"[52,52,66,80,100,80,52,66,52,52,52,66]",2024-12-14,"Image pack, Image, People also ask, Related searches",informational,Organic
business and leisure,5,5,90,20,8.94,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,2,0,17.00,0.03,1360000000,"[41,29,29,41,64,52,52,52,52,52,41,41]",2025-01-07,"Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
what is a virtual prepaid card,5,5,210,23,1.27,https://navan.com/blog/insights-trends/what-is-a-virtual-card-a-beginners-guide,2,0,2.00,0.2,36400000,"[44,28,44,35,18,35,35,18,35,28,35,44]",2024-12-15,"Reviews, Video, Featured snippet, Video Carousel, People also ask, Related searches, Ads middle",informational,Organic
what is a aisle seat,8,8,170,36,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,2,0,0.00,0,57000000,"[53,65,53,53,65,53,53,53,43,53,34,43]",2024-12-27,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
company car allowance,6,6,110,22,5.92,https://navan.com/resources/glossary/car-allowance,2,0,11.00,0.07,129000000,"[18,18,15,11,18,11,11,15,15,18,23,23]",2024-12-12,"Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
frequent flyer numbers,7,7,390,22,4.90,https://navan.com/resources/glossary/frequent-flyer-number,2,0,9.00,0.01,13700000,"[32,39,48,48,48,59,59,32,26,21,26,48]",2024-12-22,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
finance capitalization,4,25,110,47,0.65,https://navan.com/resources/glossary/what-is-capitalization,2,0,1.00,0.01,32300000,"[14,22,35,54,18,22,0,0,66,22,0,0]",2025-01-07,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
travel tech startups,3,3,30,20,6.21,https://navan.com/blog/traveler-experience/top-10-travel-startups-to-watch,2,0,12.00,0.14,118000000,"[60,60,100,80,40,60,80,40,80,80,100,60]",2025-01-05,"Image pack, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
business retreats,3,3,90,26,3.16,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,2,0,6.00,0.3,37000000,"[15,21,28,28,34,15,34,28,34,15,81,21]",2024-12-15,"Image pack, Reviews, People also ask, Related searches",commercial,Organic
